k,post_range_violations,post_switch_collisions,post_valid,pre_range_violations,pre_switch_collisions,pre_valid,query_idx,query_name,range_repaired,source_method,switch_repaired,temperature
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger']",False,666,Glitch Noise Echo,True,Wav2Vec,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,499,Spectral Glow,True,Wav2Vec,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Frequency']","['Chorus', 'Flanger', 'Phaser']",False,682,Prepared Guitar Echo,True,Wav2Vec,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width', 'PhaserOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1010,Dream Pop Shimmer,True,Wav2Vec,True,0.05
5,[],[],True,[],[],True,2,Neo-Soul Clean,False,Wav2Vec,False,0.05
5,[],[],True,[],[],True,1072,Neo-Soul Clean Rhythm,False,Wav2Vec,False,0.05
5,[],[],True,[],[],True,1116,Neo-Soul Clean - Pocket Groove Cut,False,Wav2Vec,False,0.05
5,[],[],True,[],[],True,1146,Neo-Soul Clean - Sync Pulse Mix,False,Wav2Vec,False,0.05
5,[],[],True,[],[],True,1176,Neo-Soul Clean - Muted Snap Take,False,Wav2Vec,False,0.05
5,[],[],True,[],[],True,1206,Neo-Soul Clean - Chic Rhythm Pass,False,Wav2Vec,False,0.05
5,[],[],True,[],[],True,1236,Neo-Soul Clean - Tight Jam Edit,False,Wav2Vec,False,0.05
5,[],[],True,[],[],True,1266,Neo-Soul Clean - Velvet Groove Version,False,Wav2Vec,False,0.05
5,[],[],True,['FlangerOn.Depth'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,816,Technical Thrash Onslaught,True,Wav2Vec,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,191,Post-Hardcore Screamo,True,Wav2Vec,True,0.05
5,[],[],True,[],[],True,28,Hard Rock Crunch,False,Wav2Vec,False,0.05
5,[],[],True,[],[],True,1080,Hard Rock Crunch,False,Wav2Vec,False,0.05
5,[],[],True,[],[],True,1107,Hard Rock Crunch - Vintage Drive Mix,False,Wav2Vec,False,0.05
5,[],[],True,[],[],True,1137,Hard Rock Crunch - Raw Amp Pass,False,Wav2Vec,False,0.05
5,[],[],True,[],[],True,1167,Hard Rock Crunch - Grit Stack Take,False,Wav2Vec,False,0.05
5,[],[],True,[],[],True,1197,Hard Rock Crunch - Classic Crunch Edit,False,Wav2Vec,False,0.05
5,[],[],True,[],[],True,1227,Hard Rock Crunch - Hot Valve Version,False,Wav2Vec,False,0.05
5,[],[],True,[],[],True,1257,Hard Rock Crunch - Saturated Bite Cut,False,Wav2Vec,False,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,127,Glitter Rock,False,Wav2Vec,True,0.05
5,[],[],True,['FlangerOn.Depth'],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,533,Reggae Skank Andean,True,Wav2Vec,True,0.05
5,[],[],True,[],"['Chorus', 'Flanger', 'Phaser']",False,906,Philadelphia Soul Sweet,False,Wav2Vec,True,0.05
5,[],[],True,[],[],True,1077,Brown Sound Modern,False,Wav2Vec,False,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,418,Minimal Wave,True,Wav2Vec,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,647,Deep House Beat,True,Wav2Vec,True,0.05
5,[],[],True,[],[],True,889,Neo-Soul Rhythm Groove,False,Wav2Vec,False,0.05
5,[],[],True,['FlangerOn.Frequency'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,724,Modular Hybrid Glitch,True,Wav2Vec,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Screamer']",False,206,Rave Hardcore,False,Wav2Vec,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']",['Flanger'],False,966,Bluegrass Flatpick Rambler,True,Wav2Vec,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,676,Microtonal Fusion Glitch,False,Wav2Vec,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,151,Krautrock Motorik,True,Wav2Vec,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']",['Flanger'],False,202,Qawwali Devotional,True,Wav2Vec,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,635,Synthwave Guitar Cyber,True,Wav2Vec,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,300,Blackened Crust,False,Wav2Vec,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,513,Bossa Nova Acoustic Sunset,True,Wav2Vec,True,0.05
5,[],[],True,[],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,194,Power Electronics,False,Wav2Vec,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,286,Analog Warm Bass,True,Wav2Vec,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,577,Japanese Enka Sunset,True,Wav2Vec,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,285,Ambient Guitar Loop,False,Wav2Vec,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1033,Britpop Dream,True,Wav2Vec,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'PhaserOn.Frequency']","['Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,447,Overdrive Crunch,True,Wav2Vec,True,0.05
5,[],[],True,['FlangerOn.Depth'],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,733,Shoegaze Wall Static,True,Wav2Vec,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,976,Nashville Session Frontier,True,Wav2Vec,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,621,Dubstep Wobble Synth,False,Wav2Vec,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,829,Complex Jazz Fusion Crescendo,True,Wav2Vec,True,0.05
5,[],[],True,[],"['Chorus', 'Delay']",False,995,Americana Alt Dusty,False,Wav2Vec,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Screamer']",False,1047,Power Pop Charm,False,Wav2Vec,True,0.05
5,[],[],True,[],['Chorus'],False,530,Reggae Skank Moonrise,False,Wav2Vec,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,82,Chinese Guzheng Ambient,True,Wav2Vec,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,861,Cool Jazz Crescendo,True,Wav2Vec,True,0.05
5,[],[],True,"['FlangerOn.Delay', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']",['Flanger'],False,788,Nu Metal 7-String Chaos,True,Wav2Vec,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,934,Memphis Soul Memphis,False,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,853,Acid Jazz Funk Crescendo,False,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Feedback'],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,379,Hollow Body Jazz,True,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Feedback'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,996,Americana Alt Honky,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,962,Bluegrass Flatpick Sunrise,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,122,Futurebass Vocal Chop,False,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Screamer']",False,991,Western Swing Outlaw,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,850,Acid Jazz Funk Smoky,False,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,620,Dubstep Wobble Digital,False,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser']",False,987,Western Swing Dusty,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,650,UK Garage Neon,False,FeatureNN,True,0.05
5,[],[],True,[],[],True,1074,Acoustic Sim Natural,False,FeatureNN,False,0.05
5,[],[],True,[],[],True,27,Wah-Wah Rock,False,FeatureNN,False,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,75,Breakbeat Hardcore,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,696,Granular Texture Prism,False,FeatureNN,True,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Compressor', 'Delay', 'Driver']",False,616,Drum and Bass Wave,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,547,Latin Rock Fusion Sahara,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,649,UK Garage Pulse,True,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Phaser', 'Screamer']",False,587,Future Bass Pluck Cyber,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,836,Smooth Jazz Lead Nocturne,False,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,46,Telephone EQ,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,224,Skweee Synth,False,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,714,Overtone Drone Echo,True,FeatureNN,True,0.05
5,[],[],True,[],['Chorus'],False,875,Latin Jazz Velvet,False,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width', 'PhaserOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,149,J-Rock Power,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,801,Funeral Doom Fury,False,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,103,Drone Metal,True,FeatureNN,True,0.05
5,[],[],True,['PhaserOn.Frequency'],"['Chorus', 'Delay', 'Flanger', 'Phaser']",False,63,Art Rock Theatrical,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,835,Smooth Jazz Lead Velvet,False,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,436,Nostalgic VHS,True,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Depth'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger']",False,1008,Indie Pop Jangle Hazy,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,174,Nu-Disco Groove,True,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Mix', 'CompressorOn.Release', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Screamer']",False,813,Technical Thrash Wrath,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,380,Honky Tonk Tears,True,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Screamer']",False,225,Slacker Rock,True,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Feedback'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger']",False,960,Country Telecaster Frontier,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,119,Footwork Jungle,False,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Feedback'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,277,Yacht Rock Smooth,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,749,Sludge Metal Wrath,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,16,Midwest Emo,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1070,Midwest Emo Twinkled,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1114,Midwest Emo - Warm Room Take,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1144,Midwest Emo - Open Chord Mix,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1174,Midwest Emo - Glass Tone Pass,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1204,Midwest Emo - Natural Body Edit,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1234,Midwest Emo - Bright Air Version,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1264,Midwest Emo - Round Note Cut,True,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,248,Talk Box Funk,False,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1054,Lo-Fi Bedroom Pop Indie,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,865,Free Jazz Avantgarde Blue,True,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,343,Emo Piano,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,645,Deep House Synth,True,FeatureNN,True,0.05
5,[],[],True,[],[],True,999,Americana Alt Outlaw,False,FeatureNN,False,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,498,Spanish Guitar,True,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,118,Flamenco Fusion,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,983,Country Rock Twang Outlaw,False,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,332,Dirty South Trap,True,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,84,Cloud Rap Ethereal,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,365,Ghostly Pad,False,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,812,Technical Thrash Chaos,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,938,Modern R&B Sweet,False,FeatureNN,True,0.05
5,[],[],True,[],"['Flanger', 'Phaser']",False,717,Overtone Drone Static,False,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,656,UK Garage Wave,True,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Depth'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1048,Power Pop Hazy,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,504,Sub-Bass Drone,False,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,461,Power Ballad,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,281,2-Step Garage,False,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,593,Trap Metal Pulse,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,429,Neo-Classical Metal,False,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,845,Gypsy Jazz Manouche Crescendo,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,603,Hyperpop Glitch Cyber,True,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,977,Country Rock Twang Twang,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,916,Southern Soul Gospel Soulful,False,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Depth'],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,220,Sega Mauritian,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,869,Free Jazz Avantgarde Crescendo,True,FeatureNN,True,0.05
5,[],[],True,[],[],True,241,Stripped Acoustic,False,FeatureNN,False,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,831,Complex Jazz Fusion Groove,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Reverb', 'Screamer']",False,534,Reggae Skank Mystic,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,282,3-Chord Punk,False,FeatureNN,True,0.05
5,[],[],True,[],[],True,537,K-Pop Shimmer Sunset,False,FeatureNN,False,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,722,Modular Hybrid Echo,False,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Delay', 'Flanger']",False,857,Cool Jazz Blue,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,400,Karaoke Pop,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,699,Spectral Freeze Drift,False,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,1005,Indie Pop Jangle Radio,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,849,Acid Jazz Funk Blue,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,972,Nashville Session Honky,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,716,Overtone Drone Glitch,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Delay']",False,919,Southern Soul Gospel Motown,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1022,Chamber Pop Indie,False,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Delay', 'Flanger']",False,862,Cool Jazz Improv,True,FeatureNN,True,0.05
5,[],[],True,[],[],True,39,Symphonic Metal,False,FeatureNN,False,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,945,Soul Clap Groove,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback']","['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,153,Lo-Fi House,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Delay']",False,897,Motown Soul Groove,False,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,133,Heartland Rock,True,FeatureNN,True,0.05
