method,query_idx,query_name,status,coverage,skip_reason,candidate_count,metric_impl,top1_name,top1_norm_l2,top1_acc_at_0_1,top1_recall,top1_cosine,top1_module,pnr_at_1,pnr_at_3,pnr_at_5,topk_names,topk_scores,pnr_at_k
TRR,202,Qawwali Devotional,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,French Touch,0.29002403237597285,0.5833333333333334,0.3142857142857143,0.7318596309473813,0.3333333333333333,0,0,1,"[""French Touch"", ""New Wave Clean"", ""Motorcycle Rock"", ""Gritty Synth"", ""Piano Ballad""]","[0.7919405248393527, 0.7901133483746996, 0.7799577686473255, 0.7795812532242448, 0.7739769717881155]",1
TRR,635,Synthwave Guitar Cyber,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Raw Black Metal Mayhem,0.3121246820779599,0.6610169491525424,0.41379310344827586,0.6463472608549177,0.2857142857142857,0,0,0,"[""Raw Black Metal Mayhem"", ""Acid Jazz Funk Nocturne"", ""Dream Pop Glimmer"", ""Nashville Session Twang"", ""Motown Soul Motown""]","[0.8099005247121189, 0.8055078065643009, 0.7812301577919742, 0.7790836965034057, 0.769087031947683]",0
TRR,300,Blackened Crust,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Neo-Soul Keys,0.2532054223858371,0.6792452830188679,0.48,0.7667463664274887,0.3333333333333333,0,0,1,"[""Neo-Soul Keys"", ""Mathcore Chaotic"", ""Chromatic Jazz"", ""Electropop Glitch"", ""Gabber Hardcore""]","[0.8206599771292871, 0.8133469020692531, 0.7964882338902443, 0.7945031487788672, 0.7858952366622443]",1
TRR,513,Bossa Nova Acoustic Sunset,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Flamenco Spanish Voyage,0.06723273967208314,0.8461538461538461,0.75,0.9859606870194455,1.0,1,1,1,"[""Flamenco Spanish Voyage"", ""Flamenco Spanish Heritage"", ""Bossa Nova Acoustic Moonrise"", ""Flamenco Spanish Tropical"", ""Flamenco Spanish Moonrise""]","[0.7606339848383802, 0.7338136986435644, 0.6906825880135585, 0.5973531108802034, 0.5854218092123986]",1
TRR,194,Power Electronics,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Spoken Word Jazz,0.2532027528170107,0.65,0.4444444444444444,0.7745910407582681,0.3333333333333333,0,1,1,"[""Spoken Word Jazz"", ""Moroccan Gnawa"", ""Grime Instrumental"", ""Zeuhl Avant"", ""Psychedelic Trance""]","[0.7829861072756439, 0.7111622845808763, 0.7061393895339334, 0.7047520469639571, 0.6953176598082627]",1
TRR,286,Analog Warm Bass,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,German Schlager,0.3082737532903069,0.603448275862069,0.4117647058823529,0.6890735147463168,0.5555555555555556,0,0,1,"[""German Schlager"", ""Space Cowboy"", ""Bossa Nova Guitar"", ""Hip House"", ""Nigerian Afrobeat""]","[0.7716392786645383, 0.7698961635506691, 0.7076777935392432, 0.7054200130208217, 0.7023963602905985]",1
TRR,577,Japanese Enka Sunset,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Middle Eastern Andean,0.051081675388942656,0.9230769230769231,0.875,0.9920329454598996,1.0,1,1,1,"[""Middle Eastern Andean"", ""Western Swing Frontier"", ""Shoegaze Wall Drift"", ""Japanese Enka Voyage"", ""Lo-Fi Bedroom Pop Shimmer""]","[0.8047380892370579, 0.7722253972752063, 0.7561929627413146, 0.7507448156672236, 0.7396641599206617]",1
TRR,285,Ambient Guitar Loop,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Post-Britpop,0.01341121077417954,1.0,1.0,0.9996431094940889,1.0,1,1,1,"[""Post-Britpop"", ""Oboe Classical"", ""Icelandic Ambient"", ""Tokyo Ambient"", ""Spoken Poetry""]","[0.8068379454259874, 0.7548471593846408, 0.7245640646748719, 0.7169892296491136, 0.7142152345971332]",1
TRR,1033,Britpop Dream,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Country Rock Twang Dusty,0.0723551620861977,0.8461538461538461,0.75,0.9855346393758379,1.0,1,1,1,"[""Country Rock Twang Dusty"", ""Spectral Freeze Echo"", ""Shoegaze Wall Aether"", ""Nashville Session Sunrise"", ""Shoegaze Wall Prism""]","[0.9180488807233987, 0.8541896763324794, 0.8540547032783694, 0.8206564130978693, 0.8202874937206099]",1
TRR,447,Overdrive Crunch,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Slavic Folk Metal,0.01359552321333604,1.0,1.0,0.999478536385736,1.0,1,1,1,"[""Slavic Folk Metal"", ""Witch House Haunted"", ""Haunting Cello"", ""Snowy Ambient"", ""Technical Death Metal""]","[0.8275499933988406, 0.7541547055504954, 0.745098585751083, 0.7198852051525583, 0.7186147803398473]",1
TRR,733,Shoegaze Wall Static,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Nashville Session Sunrise,0.3302700645283862,0.5961538461538461,0.4642857142857143,0.6959528585102125,0.5714285714285714,0,1,1,"[""Nashville Session Sunrise"", ""Prepared Guitar Static"", ""Microtonal Fusion Echo"", ""Spectral Freeze Echo"", ""Lo-Fi Bedroom Pop Radio""]","[0.8698417033450847, 0.8675860181570573, 0.8658576456140459, 0.8644662307478821, 0.8641284939273532]",1
TRR,976,Nashville Session Frontier,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Indie Pop Jangle Charm,0.06432249565850663,0.8461538461538461,0.75,0.9873440861635845,1.0,1,1,1,"[""Indie Pop Jangle Charm"", ""Latin Rock Fusion Heritage"", ""Power Pop Sparkle"", ""Country Rock Twang Rambler"", ""K-Pop Shimmer Voyage""]","[0.7740539103478363, 0.7669305014762907, 0.7622430966149244, 0.7612736768088342, 0.7585777171532215]",1
TRR,621,Dubstep Wobble Synth,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Hyperpop Glitch Wave,0.09226696886452537,0.8717948717948718,0.8214285714285714,0.9809874935069072,1.0,1,1,1,"[""Hyperpop Glitch Wave"", ""Dubstep Wobble Bass"", ""Techno Industrial Digital"", ""Trap Metal Neon"", ""Americana Alt Rambler""]","[0.8292840548322032, 0.8077130661544087, 0.8013879357587422, 0.798115500012389, 0.7974210205876058]",1
TRR,829,Complex Jazz Fusion Crescendo,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Free Jazz Avantgarde Velvet,0.08553201904538477,0.8461538461538461,0.75,0.9764490244503082,1.0,1,1,1,"[""Free Jazz Avantgarde Velvet"", ""Modern R&B Soulful"", ""K-Pop Shimmer Moonrise"", ""Deathcore Breakdown Doom"", ""Raw Black Metal Wrath""]","[0.8513981028775677, 0.8237555179961276, 0.8161456469040462, 0.8091039204422257, 0.7969048266259005]",1
TRR,995,Americana Alt Dusty,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Microtonal Fusion Void,0.3517861468225936,0.5961538461538461,0.5,0.6863511408482805,0.5714285714285714,0,1,1,"[""Microtonal Fusion Void"", ""Philadelphia Soul Philly"", ""Contemporary Jazz Improv"", ""Hyperpop Glitch Bass"", ""Philadelphia Soul Soulful""]","[0.8279585174062498, 0.8237097932335076, 0.8203262758461616, 0.8164135608575899, 0.8075361013828743]",1
TRR,1047,Power Pop Charm,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Country Rock Twang Rambler,0.05552035665692328,0.8717948717948718,0.7916666666666666,0.9912550362678914,1.0,1,1,1,"[""Country Rock Twang Rambler"", ""Trap Metal Neon"", ""Power Metal Epic Rage"", ""Synthwave Guitar Neon"", ""Post-Metal Swell Venom""]","[0.8889377356278724, 0.8652438742609809, 0.8622311988097894, 0.8594946902065759, 0.8570187992909657]",1
TRR,530,Reggae Skank Moonrise,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Chicago Soul Groove,0.0626569325749138,0.8974358974358975,0.8333333333333334,0.9880178385237505,1.0,1,1,1,"[""Chicago Soul Groove"", ""Reggae Skank Sahara"", ""Afrobeat Guitar Sunset"", ""UK Garage Synth"", ""Afrobeat Guitar Moonrise""]","[0.8422797105748906, 0.7969120446511015, 0.792045460174485, 0.7865494167467193, 0.7849188587121002]",1
TRR,82,Chinese Guzheng Ambient,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Horror Movie Score,0.2561966488598569,0.5333333333333333,0.45161290322580644,0.8572592016283126,0.8888888888888888,0,1,1,"[""Horror Movie Score"", ""Field Recording Ambient"", ""Dark Cabaret"", ""Gospel Choir"", ""Post-Rock Crescendo""]","[0.7641475682538046, 0.7533854954522272, 0.7442330151659357, 0.7362818002203517, 0.7283489010564299]",1
TRR,861,Cool Jazz Crescendo,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Southern Soul Gospel Philly,0.09649974259704686,0.8717948717948718,0.7916666666666666,0.9693886196124119,1.0,1,1,1,"[""Southern Soul Gospel Philly"", ""Philadelphia Soul Philly"", ""Chicago Soul Groove"", ""Afrobeat Guitar Tropical"", ""Neo-Soul Rhythm Soulful""]","[0.7493888893949667, 0.7400897586597008, 0.735584008428293, 0.7241911692596252, 0.7204242638827605]",1
TRR,788,Nu Metal 7-String Chaos,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Britpop Shimmer,0.2726054167161386,0.7037037037037037,0.6,0.7129081470060608,0.3333333333333333,0,1,1,"[""Britpop Shimmer"", ""Raw Black Metal Rage"", ""Technical Thrash Fury"", ""Acid Jazz Funk Improv"", ""Dream Pop Sparkle""]","[0.8949495774532187, 0.8408053418515427, 0.8167699670202367, 0.8116066149105244, 0.8101752136151952]",1
Wav2Vec,934,Memphis Soul Memphis,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Memphis Soul Motown,0.05552035665692328,0.8717948717948718,0.7916666666666666,0.9912550362678914,1.0,1,1,1,"[""Memphis Soul Motown"", ""Bluegrass Flatpick Honky"", ""Indie Pop Jangle Charm"", ""Indie Pop Jangle Sparkle"", ""Dream Pop Sparkle""]","[0.9421517893560688, 0.9392350108505216, 0.9358653406942811, 0.9343909226550469, 0.9338745393319824]",1
Wav2Vec,853,Acid Jazz Funk Crescendo,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Dream Pop Sparkle,0.08553201904538477,0.8461538461538461,0.75,0.9764490244503082,1.0,1,1,1,"[""Dream Pop Sparkle"", ""Schlager Pop"", ""Persian Classical Fusion"", ""Contemporary Jazz Smoky"", ""Hyperpop Glitch Synth""]","[0.9254934166343719, 0.9041824784353758, 0.8821527060902581, 0.8798508896944468, 0.8794094925392772]",1
Wav2Vec,379,Hollow Body Jazz,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Old Time Radio,0.2895076439387701,0.5833333333333334,0.5454545454545454,0.7318116260028246,0.3333333333333333,0,1,1,"[""Old Time Radio"", ""Mexican Mariachi"", ""Chicago Soul Philly"", ""Chicago Soul Sweet"", ""Pastoral Folk""]","[0.8978753848350522, 0.8829988374551467, 0.8828072777125009, 0.87585772454937, 0.870949230067331]",1
Wav2Vec,996,Americana Alt Honky,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Free Jazz Avantgarde Groove,0.058785273272340094,0.8717948717948718,0.7916666666666666,0.9903490927170565,1.0,1,1,1,"[""Free Jazz Avantgarde Groove"", ""Britpop Shimmer"", ""Nu Metal 7-String Wrath"", ""Trap Metal Wave"", ""Power Metal Epic Mayhem""]","[0.9204710335729476, 0.8857700288281959, 0.8788670073570779, 0.869325490671822, 0.8671713868605596]",1
Wav2Vec,962,Bluegrass Flatpick Sunrise,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Sierreño Accordion,0.30921576597993367,0.5471698113207547,0.5384615384615384,0.737668054077856,0.5555555555555556,0,0,1,"[""Sierreño Accordion"", ""Polynesian Ukulele"", ""Serbian Turbofolk"", ""Jittery Synth"", ""Latin Jazz Crescendo""]","[0.8928222044064684, 0.8911874158392833, 0.891031695108788, 0.8890703759664271, 0.8765701996629253]",1
Wav2Vec,122,Futurebass Vocal Chop,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Hip Hop Scratch,0.09931948063129777,0.7948717948717948,0.7647058823529411,0.9819737445056235,1.0,1,1,1,"[""Hip Hop Scratch"", ""Classic House"", ""Hip House"", ""Futuristic R&B"", ""Rhodes Soul""]","[0.8603521234036304, 0.8162593485080413, 0.7982310604797174, 0.7958333544061285, 0.7810742571195366]",1
Wav2Vec,991,Western Swing Outlaw,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Britpop Charm,0.0,1.0,1.0,1.0,1.0,1,1,1,"[""Britpop Charm"", ""K-Pop Shimmer Andean"", ""Bluegrass Flatpick Twang"", ""Motown Soul Soulful"", ""Chamber Pop Hazy""]","[0.9015758660674569, 0.8937676812140769, 0.8924364170654855, 0.891382032470327, 0.8911091265794203]",1
Wav2Vec,850,Acid Jazz Funk Smoky,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,West Coast Hip Hop,0.30373056752721633,0.5283018867924528,0.5,0.7418259637357675,0.5555555555555556,0,0,1,"[""West Coast Hip Hop"", ""Island Reggae"", ""Fender Rhodes Jazz"", ""Hyperpop Glitch Neon"", ""Complex Jazz Fusion Vibe""]","[0.8851723506829181, 0.8812016362188397, 0.8675430927122262, 0.8620251043322396, 0.8558107613557895]",1
Wav2Vec,620,Dubstep Wobble Digital,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Tibetan Singing Bowl,0.21751257491172007,0.625,0.42857142857142855,0.8505978530987033,0.6666666666666666,0,0,0,"[""Tibetan Singing Bowl"", ""Deathcore Breakdown Mayhem"", ""Post-Metal Swell Rage"", ""Irish Reel"", ""Digital Hardcore""]","[0.8047397886785665, 0.7835813163574805, 0.7685769827952613, 0.724714156541669, 0.704150215179558]",0
Wav2Vec,987,Western Swing Dusty,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Desert Rock Fuzz,0.250280174386391,0.5849056603773585,0.6153846153846154,0.7938195111549922,0.5555555555555556,0,1,1,"[""Desert Rock Fuzz"", ""Motown Soul Soulful"", ""Bluegrass Flatpick Dusty"", ""Indie Pop Jangle Dream"", ""Teen Pop Bubble""]","[0.9039157995556651, 0.8561127867474729, 0.848158372316816, 0.846677470060633, 0.8396555194620681]",1
Wav2Vec,650,UK Garage Neon,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Gypsy Jazz,0.2378404348957907,0.6666666666666666,0.4642857142857143,0.816669101647106,0.5,0,1,1,"[""Gypsy Jazz"", ""Hyperpop Glitch Wave"", ""Memphis Soul Motown"", ""Drum and Bass Beat"", ""Hyperpop Glitch Synth""]","[0.9387232048964302, 0.9357178737768697, 0.9355627494820575, 0.9285557582683929, 0.9207376747563842]",1
Wav2Vec,1074,Acoustic Sim Natural,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Acoustic Sim - Natural Body Edit,0.07371519873099056,0.9230769230769231,0.8571428571428571,0.9813604789154974,1.0,1,1,1,"[""Acoustic Sim - Natural Body Edit"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take"", ""Acoustic Sim - Open Chord Mix"", ""Acoustic Sim - Glass Tone Pass""]","[0.9999999999999999, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998]",1
Wav2Vec,27,Wah-Wah Rock,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Auto-Wah Funk,0.219059871639942,0.7377049180327869,0.5,0.788435455393983,0.25,0,0,0,"[""Auto-Wah Funk"", ""Auto-Wah Funk Rhythm"", ""Auto-Wah Funk Rhythm"", ""Auto-Wah Funk - Pocket Groove Cut"", ""Auto-Wah Funk - Sync Pulse Mix""]","[0.9756765471844474, 0.9756765471844474, 0.9756765471844474, 0.9756765471844474, 0.9756765471844474]",0
Wav2Vec,75,Breakbeat Hardcore,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Nu Metal 7-String Wrath,0.21262194638328824,0.7555555555555555,0.5652173913043478,0.8521512386771013,0.6,0,0,0,"[""Nu Metal 7-String Wrath"", ""Techno Industrial Neon"", ""Technical Thrash Venom"", ""Post-Metal Swell"", ""Funeral Doom Mayhem""]","[0.9154755806240366, 0.9118561562151206, 0.9077233002988043, 0.9051690331265513, 0.9030228484349427]",0
Wav2Vec,696,Granular Texture Prism,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Spectral Freeze Static,0.13149863099554956,0.8461538461538461,0.7857142857142857,0.9699962991544061,1.0,0,0,1,"[""Spectral Freeze Static"", ""Microtonal Fusion Static"", ""Ragtime Piano"", ""Dark Ambient Drone Flux"", ""Bedroom Pop Lo-Fi""]","[0.8681157834864985, 0.8346210232622916, 0.8333413374466221, 0.8226236656610335, 0.7789635190477178]",1
Wav2Vec,616,Drum and Bass Wave,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Afrobeat Guitar Mystic,0.1704516639783805,0.7045454545454546,0.5357142857142857,0.9238784060262221,0.8333333333333334,0,0,0,"[""Afrobeat Guitar Mystic"", ""Afrobeat Guitar Heritage"", ""Merseybeat Jangle"", ""Tech House Groove"", ""Bassline UK""]","[0.9502147984124322, 0.9242710117050005, 0.9221216360319264, 0.9209928551495502, 0.9178233481657581]",0
Wav2Vec,547,Latin Rock Fusion Sahara,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Latin Jazz Improv,0.054119064039426644,0.9230769230769231,0.875,0.989696153625742,1.0,1,1,1,"[""Latin Jazz Improv"", ""Samba Percussion"", ""Gypsy Jazz Manouche Improv"", ""UK Garage Synth"", ""Gypsy Jazz Manouche Vibe""]","[0.8907285718946847, 0.8906789759025893, 0.8887556832042631, 0.8885137081707262, 0.879812213280984]",1
Wav2Vec,649,UK Garage Pulse,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Country Twang,0.3029948162872998,0.5,0.5,0.7659387467618742,0.6666666666666666,0,0,0,"[""Country Twang"", ""G-funk Synth"", ""C86 Indie"", ""Gypsy Jazz Manouche Nocturne"", ""Schlager Pop""]","[0.8897254802680741, 0.8766271999862236, 0.8752447881795273, 0.8733117583019483, 0.8707794949896407]",0
Wav2Vec,587,Future Bass Pluck Cyber,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Hyperpop Glitch Wave,0.07207327250882792,0.9230769230769231,0.8928571428571429,0.9875952962543002,1.0,1,1,1,"[""Hyperpop Glitch Wave"", ""Trap Metal Neon"", ""Euro Trance"", ""Future Bass Pluck Neon"", ""Swamp Blues""]","[0.9106027728656023, 0.8788354283419988, 0.8762973135598588, 0.8639376474300721, 0.8593449230704604]",1
Wav2Vec,836,Smooth Jazz Lead Nocturne,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Microtonal Fusion Void,0.3510407383635105,0.5769230769230769,0.4583333333333333,0.6878978602683136,0.5714285714285714,0,1,1,"[""Microtonal Fusion Void"", ""Sophisti-Pop"", ""Indie Pop Jangle Indie"", ""Philadelphia Soul Motown"", ""Persian Classical Fusion""]","[0.8977135342887963, 0.8768068662253123, 0.8725774503035135, 0.8711586680741823, 0.8660736645446003]",1
Wav2Vec,46,Telephone EQ,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Lo-Fi Hip Hop,0.604307909932585,0.48717948717948717,0.34615384615384615,0.44048194573420946,1.0,0,0,0,"[""Lo-Fi Hip Hop"", ""Lo-Fi Hip Hop Chill"", ""Lo-Fi Hip Hop - Alt Take"", ""Lo-Fi Hip Hop - Studio Mix"", ""Lo-Fi Hip Hop - Session Pass""]","[0.9618114720333024, 0.9618114720333024, 0.9618114720333024, 0.9618114720333024, 0.9618114720333024]",0
Wav2Vec,224,Skweee Synth,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Lo-Fi Bedroom Pop Dream,0.2565865378895959,0.5094339622641509,0.3611111111111111,0.8016183744139626,0.5555555555555556,0,1,1,"[""Lo-Fi Bedroom Pop Dream"", ""Old Time Radio"", ""Tango Dramatic"", ""Psychedelic Folk"", ""Japanese Enka Sahara""]","[0.9008458728415775, 0.8978275211665383, 0.8974005374716081, 0.8963027842903292, 0.8780744500926363]",1
Wav2Vec,714,Overtone Drone Echo,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Microtonal Ambient,0.32121057498989164,0.5925925925925926,0.5333333333333333,0.7682213029461294,0.5555555555555556,0,0,0,"[""Microtonal Ambient"", ""Synthwave Guitar Beat"", ""Bell Choir Ambient"", ""Snowy Ambient"", ""Native American Flute""]","[0.8808366454088188, 0.8516734665619904, 0.8421660684199466, 0.8419424114483749, 0.8204056611479205]",0
Wav2Vec,875,Latin Jazz Velvet,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Bluegrass Flatpick Twang,0.0723551620861977,0.8461538461538461,0.75,0.9855346393758379,1.0,1,1,1,"[""Bluegrass Flatpick Twang"", ""Western Swing"", ""Acid Jazz Funk Groove"", ""Britpop Charm"", ""Deathcore Breakdown Fury""]","[0.9091695268435668, 0.8849381513172339, 0.8740980417641038, 0.862181348971845, 0.8617913755920612]",1
Wav2Vec,149,J-Rock Power,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Latin Rock Fusion Andean,0.24905375475204883,0.6037735849056604,0.5,0.7993653895025974,0.5555555555555556,0,1,1,"[""Latin Rock Fusion Andean"", ""Britpop Charm"", ""Rocksteady Groove"", ""Synth Pop Dream"", ""Ethereal Wave""]","[0.9317252092007768, 0.9139272551715407, 0.9028761820671362, 0.8878893962682608, 0.8870979416234765]",1
Wav2Vec,801,Funeral Doom Fury,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Sludge Metal Chaos,0.07222518896951143,0.9230769230769231,0.8333333333333334,0.985995577031821,1.0,1,1,1,"[""Sludge Metal Chaos"", ""Indie Pop Jangle Charm"", ""Cosmic Disco"", ""Heavy Psych"", ""K-Pop Shimmer Mystic""]","[0.9082376984833269, 0.8948973083737037, 0.8937944257302526, 0.8738818004006947, 0.8734400128756861]",1
Wav2Vec,103,Drone Metal,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Raw Black Metal Chaos,0.2940664716047223,0.6551724137931034,0.41935483870967744,0.7174267477775982,0.375,0,0,0,"[""Raw Black Metal Chaos"", ""Slavic Folk Metal"", ""Celtic Folk Andean"", ""Power Metal Epic Wrath"", ""Paisley Underground""]","[0.9305192158909261, 0.865436316820952, 0.8618317157988687, 0.8475063655097668, 0.8420064991232517]",0
Wav2Vec,63,Art Rock Theatrical,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Prepared Guitar Static,0.2998019588325976,0.5208333333333334,0.3888888888888889,0.8001396063038901,0.6666666666666666,0,0,1,"[""Prepared Guitar Static"", ""Shoegaze Wall Prism"", ""Country Rock Twang Dusty"", ""Creole Zydeco"", ""Psychedelic Folk""]","[0.9091253231830299, 0.9016551886563091, 0.8955055935908751, 0.8891369178924887, 0.8781824548807685]",1
Wav2Vec,835,Smooth Jazz Lead Velvet,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Middle Eastern Tropical,0.058808445993534825,0.8461538461538461,0.75,0.9876497795669835,1.0,1,1,1,"[""Middle Eastern Tropical"", ""Synthwave Guitar Pulse"", ""Neofolk Acoustic"", ""Dark Ambient Drone Glitch"", ""Indie Folk Fingerstyle""]","[0.8769877600415128, 0.8331402473984217, 0.8242347860012227, 0.8200642309173461, 0.8137269800694675]",1
Wav2Vec,436,Nostalgic VHS,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Shoegaze Wall Echo,0.2845244344174776,0.5,0.34285714285714286,0.8345219226603777,0.6666666666666666,0,1,1,"[""Shoegaze Wall Echo"", ""Neo-Soul Rhythm Sweet"", ""Electronic Body Music"", ""Cool Jazz Velvet"", ""Chicago Soul Gospel""]","[0.8953104704457733, 0.890267842288862, 0.8776130095344437, 0.8765122726894921, 0.8760227764978235]",1
Wav2Vec,1008,Indie Pop Jangle Hazy,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Memphis Soul Motown,0.06432249565850663,0.8461538461538461,0.75,0.9873440861635845,1.0,1,1,1,"[""Memphis Soul Motown"", ""Gypsy Jazz"", ""Acid Jazz Funk Improv"", ""Dream Pop Sparkle"", ""Power Metal Epic Rage""]","[0.9509513908804887, 0.9492191365839917, 0.9412196241391999, 0.9397104631692318, 0.9394482601199116]",1
Wav2Vec,174,Nu-Disco Groove,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Dancy Synthpop,0.07391624860790066,0.8461538461538461,0.8235294117647058,0.9883437164523554,1.0,1,1,1,"[""Dancy Synthpop"", ""Country Rock Twang Frontier"", ""Multicultural Fusion"", ""Deep House Warm"", ""Acid Jazz Groove""]","[0.9434988751964213, 0.908584101367653, 0.9064798590295537, 0.8977902824980875, 0.8833274460680551]",1
Wav2Vec,813,Technical Thrash Wrath,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Drum and Bass Beat,0.3151740860944194,0.6610169491525424,0.6,0.6618851322672699,0.2857142857142857,0,1,1,"[""Drum and Bass Beat"", ""Nu Metal 7-String Doom"", ""K-Pop Shimmer Moonrise"", ""Funeral Doom Wrath"", ""Melodic Death Metal""]","[0.9475339038342945, 0.9413568521642695, 0.9290941406821808, 0.9286129869172521, 0.9278491875258961]",1
Wav2Vec,380,Honky Tonk Tears,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Gabber Hardcore,0.3105363807104887,0.6206896551724138,0.4411764705882353,0.6857340929375733,0.5555555555555556,0,0,0,"[""Gabber Hardcore"", ""Sludge Metal Fury"", ""C86 Indie"", ""Contemporary Jazz Smoky"", ""Mathcore Dissonant Mayhem""]","[0.9019744435271776, 0.893419077023015, 0.8929985534355023, 0.8918304496738005, 0.886847583771206]",0
Wav2Vec,225,Slacker Rock,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Scandinavian Black Metal,0.2659814776914902,0.603448275862069,0.4117647058823529,0.7357507174096283,0.5555555555555556,0,0,0,"[""Scandinavian Black Metal"", ""Otaku Pop"", ""Indie Pop Jangle Charm"", ""Power Metal Epic Rage"", ""Chamber Pop Hazy""]","[0.9096238408241747, 0.9056994780768992, 0.8955694637483318, 0.890022591823687, 0.8882353129280944]",0
Wav2Vec,960,Country Telecaster Frontier,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Hyperpop Glitch Synth,0.21140596617583438,0.6818181818181818,0.625,0.8841123362671583,0.8333333333333334,0,0,0,"[""Hyperpop Glitch Synth"", ""Gabber Hardcore"", ""Electropop Glitch"", ""Chromatic Jazz"", ""Mathcore Dissonant Onslaught""]","[0.931418987029244, 0.9263788980655384, 0.9263231880455933, 0.9260081458278026, 0.9239461099890562]",0
Wav2Vec,119,Footwork Jungle,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Drum and Bass Cyber,0.30800067748105114,0.4791666666666667,0.4,0.7727178996921082,0.6666666666666666,0,0,1,"[""Drum and Bass Cyber"", ""Gypsy Jazz"", ""Indie Pop Jangle Sparkle"", ""VHS Glitch"", ""Dream Pop Sparkle""]","[0.94379641718519, 0.9423235210685542, 0.9391435529568202, 0.935492194970629, 0.9353140433622711]",1
Wav2Vec,277,Yacht Rock Smooth,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Synth Pop Dream,0.155191727436968,0.7391304347826086,0.7,0.9109995500010657,0.6,0,0,0,"[""Synth Pop Dream"", ""Southern Soul Gospel Sweet"", ""Latin Rock Fusion Andean"", ""Rocksteady Groove"", ""Seapunk Aquatic""]","[0.9382731324302807, 0.9129761374359908, 0.8949037683998731, 0.8912983723783444, 0.8783759948467506]",0
