row_idx,song_name,base_name,split,audio_path_raw,audio_path_resolved,audio_exists,style_count,feature_count,has_trr,has_wav2vec,has_featurenn,has_clap,has_clap_cache
257,Timba Cuban,Timba Cuban,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Timba Cuban.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Timba Cuban.wav,1,3,5,1,1,1,1,1
258,Tokyo Ambient,Tokyo Ambient,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Tokyo Ambient.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Tokyo Ambient.wav,1,3,5,1,1,1,1,1
259,Traditional Irish,Traditional Irish,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Traditional Irish.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Traditional Irish.wav,1,3,5,1,1,1,1,1
260,Trap Metal Aggressive,Trap Metal Aggressive,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Trap Metal Aggressive.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Trap Metal Aggressive.wav,1,3,5,1,1,1,1,1
261,Tropical House,Tropical House,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Tropical House.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Tropical House.wav,1,3,5,1,1,1,1,1
262,Turkish Psychedelic,Turkish Psychedelic,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Turkish Psychedelic.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Turkish Psychedelic.wav,1,3,5,1,1,1,1,1
263,Twee Pop,Twee Pop,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Twee Pop.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Twee Pop.wav,1,3,5,1,1,1,1,1
264,Ukrainian Folk,Ukrainian Folk,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Ukrainian Folk.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Ukrainian Folk.wav,1,3,5,1,1,1,1,1
265,Underground Hip Hop,Underground Hip Hop,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Underground Hip Hop.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Underground Hip Hop.wav,1,3,5,1,1,1,1,1
266,Urban Cowboy,Urban Cowboy,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Urban Cowboy.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Urban Cowboy.wav,1,3,5,1,1,1,1,1
267,Vaporwave Mall,Vaporwave Mall,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Vaporwave Mall.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Vaporwave Mall.wav,1,3,5,1,1,1,1,1
268,VHS Glitch,VHS Glitch,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\VHS Glitch.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/VHS Glitch.wav,1,3,5,1,1,1,1,1
269,Viking Metal,Viking Metal,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Viking Metal.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Viking Metal.wav,1,3,5,1,1,1,1,1
270,Violin Folk,Violin Folk,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Violin Folk.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Violin Folk.wav,1,3,5,1,1,1,1,1
271,Visual Kei Glam,Visual Kei Glam,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Visual Kei Glam.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Visual Kei Glam.wav,1,3,5,1,1,1,1,1
272,Waltz Classical,Waltz Classical,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Waltz Classical.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Waltz Classical.wav,1,3,5,1,1,1,1,1
273,West Coast Hip Hop,West Coast Hip Hop,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\West Coast Hip Hop.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/West Coast Hip Hop.wav,1,3,5,1,1,1,1,1
274,Western Swing,Western Swing,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Western Swing.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Western Swing.wav,1,3,5,1,1,1,1,1
275,Witch House Haunted,Witch House Haunted,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Witch House Haunted.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Witch House Haunted.wav,1,3,5,1,1,1,1,1
276,Wonky Hip Hop,Wonky Hip Hop,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Wonky Hip Hop.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Wonky Hip Hop.wav,1,3,5,1,1,1,1,1
277,Yacht Rock Smooth,Yacht Rock Smooth,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Yacht Rock Smooth.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Yacht Rock Smooth.wav,1,3,5,1,1,1,1,1
278,Yoruba Praise,Yoruba Praise,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Yoruba Praise.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Yoruba Praise.wav,1,3,5,1,1,1,1,1
279,Zeuhl Avant,Zeuhl Avant,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Zeuhl Avant.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Zeuhl Avant.wav,1,3,5,1,1,1,1,1
280,Zouk Rhythm,Zouk Rhythm,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Zouk Rhythm.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Zouk Rhythm.wav,1,3,5,1,1,1,1,1
281,2-Step Garage,2-Step Garage,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\2-Step Garage.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/2-Step Garage.wav,1,3,5,1,1,1,1,1
282,3-Chord Punk,3-Chord Punk,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\3-Chord Punk.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/3-Chord Punk.wav,1,3,5,1,1,1,1,1
283,4-on-the-Floor House,4-on-the-Floor House,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\4-on-the-Floor House.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/4-on-the-Floor House.wav,1,3,5,1,1,1,1,1
284,Amapiano Log Drum,Amapiano Log Drum,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Amapiano Log Drum.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Amapiano Log Drum.wav,1,3,5,1,1,1,1,1
285,Ambient Guitar Loop,Ambient Guitar Loop,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Ambient Guitar Loop.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Ambient Guitar Loop.wav,1,3,5,1,1,1,1,1
286,Analog Warm Bass,Analog Warm Bass,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Analog Warm Bass.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Analog Warm Bass.wav,1,3,5,1,1,1,1,1
287,Andean Flute,Andean Flute,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Andean Flute.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Andean Flute.wav,1,3,5,1,1,1,1,1
288,Anime OST Orchestral,Anime OST Orchestral,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Anime OST Orchestral.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Anime OST Orchestral.wav,1,3,5,1,1,1,1,1
289,Arpeggiated Synth,Arpeggiated Synth,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Arpeggiated Synth.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Arpeggiated Synth.wav,1,3,5,1,1,1,1,1
290,Atmospheric Grime,Atmospheric Grime,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Atmospheric Grime.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Atmospheric Grime.wav,1,3,5,1,1,1,1,1
291,Auto-Tune Pop,Auto-Tune Pop,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Auto-Tune Pop.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Auto-Tune Pop.wav,1,3,5,1,1,1,1,1
292,Balkan Brass,Balkan Brass,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Balkan Brass.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Balkan Brass.wav,1,3,5,1,1,1,1,1
293,Banjo Bluegrass,Banjo Bluegrass,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Banjo Bluegrass.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Banjo Bluegrass.wav,1,3,5,1,1,1,1,1
294,Barbershop Quartet,Barbershop Quartet,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Barbershop Quartet.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Barbershop Quartet.wav,1,3,5,1,1,1,1,1
295,Beat Tape Lo-Fi,Beat Tape Lo-Fi,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Beat Tape Lo-Fi.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Beat Tape Lo-Fi.wav,1,3,5,1,1,1,1,1
296,Bell Choir Ambient,Bell Choir Ambient,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Bell Choir Ambient.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Bell Choir Ambient.wav,1,3,5,1,1,1,1,1
297,Berlin Techno,Berlin Techno,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Berlin Techno.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Berlin Techno.wav,1,3,5,1,1,1,1,1
298,Bhangra Fusion,Bhangra Fusion,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Bhangra Fusion.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Bhangra Fusion.wav,1,3,5,1,1,1,1,1
299,Bitcrushed Drums,Bitcrushed Drums,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Bitcrushed Drums.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Bitcrushed Drums.wav,1,3,5,1,1,1,1,1
300,Blackened Crust,Blackened Crust,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Blackened Crust.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Blackened Crust.wav,1,3,5,1,1,1,1,1
301,Bluegrass Breakdown,Bluegrass Breakdown,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Bluegrass Breakdown.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Bluegrass Breakdown.wav,1,3,5,1,1,1,1,1
302,Boogie Woogie Piano,Boogie Woogie Piano,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Boogie Woogie Piano.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Boogie Woogie Piano.wav,1,3,5,1,1,1,1,1
303,Bossa Jazz,Bossa Jazz,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Bossa Jazz.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Bossa Jazz.wav,1,3,5,1,1,1,1,1
304,Brazilian Funk,Brazilian Funk,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Brazilian Funk.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Brazilian Funk.wav,1,3,5,1,1,1,1,1
305,Broken Beat,Broken Beat,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Broken Beat.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Broken Beat.wav,1,3,5,1,1,1,1,1
306,Bubblegum Bass,Bubblegum Bass,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Bubblegum Bass.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Bubblegum Bass.wav,1,3,5,1,1,1,1,1
307,Celtic Punk,Celtic Punk,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Celtic Punk.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Celtic Punk.wav,1,3,5,1,1,1,1,1
308,Chamber Pop,Chamber Pop,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Chamber Pop.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Chamber Pop.wav,1,3,5,1,1,1,1,1
309,Chillstep Ambient,Chillstep Ambient,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Chillstep Ambient.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Chillstep Ambient.wav,1,3,5,1,1,1,1,1
310,Chinese Pipa,Chinese Pipa,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Chinese Pipa.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Chinese Pipa.wav,1,3,5,1,1,1,1,1
311,Chromatic Jazz,Chromatic Jazz,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Chromatic Jazz.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Chromatic Jazz.wav,1,3,5,1,1,1,1,1
312,Cinematic Trailer,Cinematic Trailer,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Cinematic Trailer.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Cinematic Trailer.wav,1,3,5,1,1,1,1,1
313,Classic House,Classic House,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Classic House.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Classic House.wav,1,3,5,1,1,1,1,1
314,Cloud Rap Dreamy,Cloud Rap Dreamy,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Cloud Rap Dreamy.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Cloud Rap Dreamy.wav,1,3,5,1,1,1,1,1
315,Cold Synth Pad,Cold Synth Pad,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Cold Synth Pad.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Cold Synth Pad.wav,1,3,5,1,1,1,1,1
316,Conga Afro,Conga Afro,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Conga Afro.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Conga Afro.wav,1,3,5,1,1,1,1,1
317,Cosmic Jazz,Cosmic Jazz,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Cosmic Jazz.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Cosmic Jazz.wav,1,3,5,1,1,1,1,1
318,Country Gospel,Country Gospel,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Country Gospel.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Country Gospel.wav,1,3,5,1,1,1,1,1
319,Crank Wave,Crank Wave,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Crank Wave.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Crank Wave.wav,1,3,5,1,1,1,1,1
320,Creole Zydeco,Creole Zydeco,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Creole Zydeco.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Creole Zydeco.wav,1,3,5,1,1,1,1,1
321,Crystal Arpeggio,Crystal Arpeggio,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Crystal Arpeggio.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Crystal Arpeggio.wav,1,3,5,1,1,1,1,1
322,Cuban Son,Cuban Son,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Cuban Son.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Cuban Son.wav,1,3,5,1,1,1,1,1
323,Cumbia Electronica,Cumbia Electronica,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Cumbia Electronica.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Cumbia Electronica.wav,1,3,5,1,1,1,1,1
324,Cyber R&B,Cyber R&B,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Cyber R&B.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Cyber R&B.wav,1,3,5,1,1,1,1,1
325,Dancy Synthpop,Dancy Synthpop,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Dancy Synthpop.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Dancy Synthpop.wav,1,3,5,1,1,1,1,1
326,Dark Ambient,Dark Ambient,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Dark Ambient.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Dark Ambient.wav,1,3,5,1,1,1,1,1
327,Deep Dub,Deep Dub,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Deep Dub.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Deep Dub.wav,1,3,5,1,1,1,1,1
328,Deep House Warm,Deep House Warm,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Deep House Warm.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Deep House Warm.wav,1,3,5,1,1,1,1,1
329,Desert Blues,Desert Blues,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Desert Blues.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Desert Blues.wav,1,3,5,1,1,1,1,1
330,Detuned Piano,Detuned Piano,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Detuned Piano.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Detuned Piano.wav,1,3,5,1,1,1,1,1
331,Digital Pluck,Digital Pluck,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Digital Pluck.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Digital Pluck.wav,1,3,5,1,1,1,1,1
332,Dirty South Trap,Dirty South Trap,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Dirty South Trap.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Dirty South Trap.wav,1,3,5,1,1,1,1,1
333,Disco Strings,Disco Strings,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Disco Strings.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Disco Strings.wav,1,3,5,1,1,1,1,1
334,Distorted Cassette,Distorted Cassette,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Distorted Cassette.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Distorted Cassette.wav,1,3,5,1,1,1,1,1
335,Djent Polyrythm,Djent Polyrythm,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Djent Polyrythm.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Djent Polyrythm.wav,1,3,5,1,1,1,1,1
336,Drone Folk,Drone Folk,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Drone Folk.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Drone Folk.wav,1,3,5,1,1,1,1,1
337,Dub Techno,Dub Techno,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Dub Techno.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Dub Techno.wav,1,3,5,1,1,1,1,1
338,Dubwise Echo,Dubwise Echo,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Dubwise Echo.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Dubwise Echo.wav,1,3,5,1,1,1,1,1
339,Dungeon Core,Dungeon Core,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Dungeon Core.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Dungeon Core.wav,1,3,5,1,1,1,1,1
340,East Coast Boom Bap,East Coast Boom Bap,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\East Coast Boom Bap.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/East Coast Boom Bap.wav,1,3,5,1,1,1,1,1
341,Electroclash,Electroclash,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Electroclash.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Electroclash.wav,1,3,5,1,1,1,1,1
342,Electropop Glitch,Electropop Glitch,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Electropop Glitch.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Electropop Glitch.wav,1,3,5,1,1,1,1,1
343,Emo Piano,Emo Piano,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Emo Piano.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Emo Piano.wav,1,3,5,1,1,1,1,1
344,Enigmatic World,Enigmatic World,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Enigmatic World.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Enigmatic World.wav,1,3,5,1,1,1,1,1
345,Epic Choral,Epic Choral,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Epic Choral.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Epic Choral.wav,1,3,5,1,1,1,1,1
346,Ethereal Female Vocals,Ethereal Female Vocals,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Ethereal Female Vocals.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Ethereal Female Vocals.wav,1,3,5,1,1,1,1,1
347,Euro Trance,Euro Trance,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Euro Trance.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Euro Trance.wav,1,3,5,1,1,1,1,1
348,Experimental Folk,Experimental Folk,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Experimental Folk.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Experimental Folk.wav,1,3,5,1,1,1,1,1
349,Fender Rhodes Jazz,Fender Rhodes Jazz,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Fender Rhodes Jazz.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Fender Rhodes Jazz.wav,1,3,5,1,1,1,1,1
350,Field Recording Ambient,Field Recording Ambient,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Field Recording Ambient.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Field Recording Ambient.wav,1,3,5,1,1,1,1,1
351,Filmi Bollywood,Filmi Bollywood,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Filmi Bollywood.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Filmi Bollywood.wav,1,3,5,1,1,1,1,1
352,Fingerpicked Nylon,Fingerpicked Nylon,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Fingerpicked Nylon.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Fingerpicked Nylon.wav,1,3,5,1,1,1,1,1
353,Finnish Metal,Finnish Metal,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Finnish Metal.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Finnish Metal.wav,1,3,5,1,1,1,1,1
354,Flamenco Guitar,Flamenco Guitar,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Flamenco Guitar.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Flamenco Guitar.wav,1,3,5,1,1,1,1,1
355,Flanger Sweep,Flanger Sweep,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Flanger Sweep.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Flanger Sweep.wav,1,3,5,1,1,1,1,1
356,Floating Synth,Floating Synth,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Floating Synth.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Floating Synth.wav,1,3,5,1,1,1,1,1
357,Folktronica,Folktronica,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Folktronica.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Folktronica.wav,1,3,5,1,1,1,1,1
358,French Touch,French Touch,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\French Touch.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/French Touch.wav,1,3,5,1,1,1,1,1
359,Funky Bassline,Funky Bassline,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Funky Bassline.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Funky Bassline.wav,1,3,5,1,1,1,1,1
360,Futuristic R&B,Futuristic R&B,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Futuristic R&B.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Futuristic R&B.wav,1,3,5,1,1,1,1,1
361,Gaelic Folk,Gaelic Folk,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Gaelic Folk.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Gaelic Folk.wav,1,3,5,1,1,1,1,1
362,Gamelan Fusion,Gamelan Fusion,kb,C:\Users\80753\Documents\Github\Audio-agent\Data\Audio_Synthetic\Gamelan Fusion.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Gamelan Fusion.wav,1,3,5,1,1,1,1,1
